cycle   1:   982 tokens, 2 strands, 2 losses, ifn=True
cycle  47:  5021 tokens, 5 strands, 6 losses, ifn=True
cycle  48:  4683 tokens, 6 strands, 6 losses, ifn=True
cycle  49:  5579 tokens, 6 strands, 7 losses, ifn=True
cycle  50:  5955 tokens, 6 strands, 7 losses, ifn=True
cycle  51:  5993 tokens, 6 strands, 6 losses, ifn=True
cycle  52:  3480 tokens, 6 strands, 0 losses, ifn=False
cycle  53:  4196 tokens, 5 strands, 4 losses, ifn=True
cycle  54:  4594 tokens, 5 strands, 4 losses, ifn=True
cycle  55:  4896 tokens, 5 strands, 4 losses, ifn=True
cycle  56:  5319 tokens, 5 strands, 4 losses, ifn=True
cycle  57:  5387 tokens, 5 strands, 5 losses, ifn=True
cycle  58:  6584 tokens, 6 strands, 6 losses, ifn=True
cycle  59:  7335 tokens, 5 strands, 5 losses, ifn=True
cycle  60:  4750 tokens, 5 strands, 0 losses, ifn=False
cycle  61:  5971 tokens, 5 strands, 5 losses, ifn=True
cycle  62:  6464 tokens, 5 strands, 6 losses, ifn=True
cycle  63:  4933 tokens, 6 strands, 0 losses, ifn=False
cycle  64:  6849 tokens, 6 strands, 5 losses, ifn=True
cycle  65:  7703 tokens, 7 strands, 5 losses, ifn=True
cycle  66: 10673 tokens, 9 strands, 5 losses, ifn=True
cycle  67: 12618 tokens, 7 strands, 6 losses, ifn=True
cycle  68:  9308 tokens, 5 strands, 7 losses, ifn=True
cycle  69:  6974 tokens, 5 strands, 7 losses, ifn=True
cycle  70:  8283 tokens, 8 strands, 9 losses, ifn=True
cycle  71:  5510 tokens, 9 strands, 0 losses, ifn=False
cycle  72:  4840 tokens, 8 strands, 0 losses, ifn=True
cycle  73:  4715 tokens, 8 strands, 3 losses, ifn=True
cycle  74:  3919 tokens, 7 strands, 4 losses, ifn=True
cycle  75:  4153 tokens, 6 strands, 5 losses, ifn=True
cycle  76:  4167 tokens, 6 strands, 5 losses, ifn=True
cycle  77:  4659 tokens, 6 strands, 5 losses, ifn=True
cycle  78:  4722 tokens, 5 strands, 5 losses, ifn=True
cycle  79:  4274 tokens, 5 strands, 4 losses, ifn=True
cycle  80:  4423 tokens, 5 strands, 4 losses, ifn=True
cycle  81:  4399 tokens, 5 strands, 5 losses, ifn=True
cycle  82:  4320 tokens, 5 strands, 5 losses, ifn=True
cycle  83:  4606 tokens, 5 strands, 4 losses, ifn=True
cycle  84:  4358 tokens, 5 strands, 4 losses, ifn=True
cycle  85:  5311 tokens, 5 strands, 5 losses, ifn=True
cycle  86:  6029 tokens, 5 strands, 6 losses, ifn=True
cycle  87:  4938 tokens, 5 strands, 5 losses, ifn=True
cycle  88:  5687 tokens, 5 strands, 6 losses, ifn=True
cycle  89:  6855 tokens, 5 strands, 6 losses, ifn=True
cycle  90:  6908 tokens, 6 strands, 6 losses, ifn=True
cycle  91:  2178 tokens, 0 strands, 5 losses, ifn=True
cycle  92:  4027 tokens, 4 strands, 5 losses, ifn=True
cycle  93:  4933 tokens, 5 strands, 6 losses, ifn=True
cycle  94:  5728 tokens, 6 strands, 6 losses, ifn=True
cycle  95:  5353 tokens, 5 strands, 6 losses, ifn=True
cycle  96:  5833 tokens, 5 strands, 7 losses, ifn=True
cycle  97:  5629 tokens, 5 strands, 7 losses, ifn=True
cycle  98:  5795 tokens, 5 strands, 7 losses, ifn=True
cycle  99:  6459 tokens, 5 strands, 7 losses, ifn=True
cycle 100:  7223 tokens, 6 strands, 8 losses, ifn=True
cycle 101:  9064 tokens, 8 strands, 7 losses, ifn=True
cycle 102:  8111 tokens, 7 strands, 6 losses, ifn=True
cycle 103:  7794 tokens, 6 strands, 6 losses, ifn=True
cycle 104:  8264 tokens, 7 strands, 7 losses, ifn=True
