content_loss,char_loss,transient_loss,loss_L1-1,loss_L2-3,loss_L4-9,loss_L10-21,loss_L22-max,resurrected_loss,recon,bracket,policy,seed,n,k
0.9091841970241149,0.9489550657921538,1.0,0.9945945945945946,0.9874739039665971,0.948905109489051,0.9317931793179318,0.0784313725490196,0.55,0.8176694841062417,46,head_only,0,46,1
0.36531554643406877,0.4020857945981179,0.4018058690744921,0.9783783783783784,0.9457202505219207,0.2846715328467153,0.0,0.0,0.0,0.23987015418559673,9.040533606977938,uniform,0,46,5
0.1883016931759877,0.1735038904957836,0.13261851015801354,0.43783783783783786,0.17745302713987474,0.24817518248175183,0.0924092409240924,0.4803921568627451,0.3,0.6616743041190495,7.523345305284761,largest_diff,0,46,5
0.5325808106721396,0.5694300729213346,0.5632054176072234,0.918918918918919,0.9478079331941545,0.8357664233576643,0.20352035203520352,0.0,0.25,0.3015548412476637,8.817342226782966,random,0,46,5
0.8855823499230374,0.9337678738746079,0.9740406320541761,0.9945945945945946,0.9853862212943633,0.8941605839416058,0.9075907590759076,0.0,0.5,0.4751606144367409,19.267316572601334,random+head,0,46,5
0.36223704463827605,0.391526459445146,0.38656884875846503,1.0,0.9331941544885177,0.2116788321167883,0.0176017601760176,0.0,0.05,0.30554054194258523,6.757311441765007,random,1,46,5
0.8907131862493587,0.935356662728643,0.9796839729119639,0.9891891891891892,0.9874739039665971,0.9124087591240876,0.9097909790979097,0.029411764705882353,0.35,0.6550649706495908,28.292457670600307,random+head,1,46,5
0.31298101590559263,0.32496842791379804,0.34029345372460496,0.8918918918918919,0.8935281837160751,0.05474452554744526,0.0022002200220022,0.0,0.25,0.296851146315157,7.381221139045665,random,2,46,5
0.3042585941508466,0.33407748401026605,0.3346501128668172,0.8108108108108109,0.24217118997912318,0.42700729927007297,0.23102310231023102,0.0,0.3,0.36967285572410447,13.75525910723448,random+head,2,46,5
0.3766033863519754,0.4103556442742494,0.40293453724604966,0.9621621621621622,0.9561586638830898,0.35766423357664234,0.0,0.0,0.0,0.24345319602264262,8.434581836839405,random,3,46,5
0.888147768086198,0.9329042245488247,0.9768623024830699,0.9675675675675676,0.9874739039665971,0.9051094890510949,0.9097909790979097,0.0392156862745098,0.3,0.6537443369267836,30.138532580810672,random+head,3,46,5
0.4068753206772704,0.44197661628712265,0.4238148984198646,1.0,0.9916492693110647,0.3978102189781022,0.026402640264026403,0.0,0.25,0.2548559045722409,7.792714212416624,random,4,46,5
0.30374551051821447,0.32473214649447996,0.3340857787810384,0.8918918918918919,0.7807933194154488,0.10218978102189781,0.027502750275027504,0.0,0.3,0.5676160807056876,14.162647511544382,random+head,4,46,5
0.8778860954335557,0.9254328431172852,0.9650112866817155,0.9891891891891892,0.9874739039665971,0.8832116788321168,0.8943894389438944,0.0,0.0,0.48647803272752704,16.715238583889175,random,5,46,5
0.5428424833247819,0.5908339104574897,0.5970654627539503,0.9405405405405406,0.8643006263048016,0.8576642335766423,0.2585258525852585,0.0,0.25,0.3207392385620008,9.31452026680349,random+head,5,46,5
0.3709594663930221,0.4059070354829511,0.3961625282167043,0.8972972972972973,0.9248434237995825,0.4124087591240876,0.0011001100110011,0.0,0.05,0.22218899680430582,6.397639815289892,random,6,46,5
0.31759876859928166,0.34436794720332425,0.3493227990970655,0.827027027027027,0.8225469728601252,0.1897810218978102,0.022002200220022004,0.0,0.05,0.5254396755008339,12.625448948178553,random+head,6,46,5
0.32426885582349924,0.3552613353974009,0.3527088036117382,0.9243243243243243,0.8893528183716075,0.12043795620437957,0.0022002200220022,0.0,0.05,0.2527731798249956,6.8240123140071836,random,7,46,5
0.37557721908671116,0.41104004562675683,0.41309255079006774,0.9567567567567568,0.9603340292275574,0.3467153284671533,0.0,0.0,0.25,0.2834202020245726,9.346844535659313,random+head,7,46,5
0.19907644946126218,0.1995926182425551,0.1721218961625282,0.8054054054054054,0.20250521920668058,0.2737226277372263,0.0737073707370737,0.0,0.25,0.3942350041157449,8.330938943047716,random,8,46,5
0.3381221139045664,0.36299344115370513,0.3718961625282167,0.8918918918918919,0.872651356993737,0.20072992700729927,0.0231023102310231,0.0,0.3,0.32173242780011224,6.596203181118522,random+head,8,46,5
0.36685479733196513,0.40356866419521736,0.3984198645598194,0.9513513513513514,0.9603340292275574,0.28832116788321166,0.0,0.0,0.0,0.1996953321723193,8.8737814263725,random,9,46,5
0.2077988712160082,0.2277671405874445,0.22855530474040633,0.6432432432432432,0.4321503131524008,0.22992700729927007,0.0176017601760176,0.0,0.3,0.30930403183915073,8.218060543868651,random+head,9,46,5
0.4899948691636737,0.5283171059599951,0.5270880361173815,0.772972972972973,0.8705636743215032,0.843065693430657,0.18041804180418042,0.0,0.0,0.3752471086754011,14.006157003591586,random,10,46,5
0.3068240123140072,0.33643215056829756,0.33747178329571104,0.827027027027027,0.24217118997912318,0.4233576642335766,0.23432343234323433,0.0,0.3,0.3807892435931702,13.60287326834274,random+head,10,46,5
0.8994356080041047,0.9430969161200962,0.9779909706546276,1.0,0.9979123173277662,0.948905109489051,0.9097909790979097,0.029411764705882353,0.25,0.6572038125288282,28.194971780400206,random,11,46,5
0.1970241149307337,0.21875585611276327,0.21670428893905191,0.6270270270270271,0.2150313152400835,0.29927007299270075,0.09130913091309131,0.0,0.25,0.47596778331331385,11.522319138019498,random+head,11,46,5
0.8804515135967163,0.9290503931233959,0.9644469525959368,0.9891891891891892,0.9916492693110647,0.8868613138686131,0.8965896589658966,0.0,0.25,0.427313538555136,17.163673678809644,random,12,46,5
0.30938943047716777,0.34053855868334215,0.34029345372460496,0.7891891891891892,0.8308977035490606,0.19708029197080293,0.005500550055005501,0.0,0.25,0.27273630521371284,8.449974345818369,random+head,12,46,5
0.28270908158029756,0.30582148531388764,0.30756207674943564,0.7837837837837838,0.5386221294363257,0.2591240875912409,0.0847084708470847,0.0,0.1,0.335890087283048,11.601334017444843,random,13,46,5
0.36018471010774755,0.38984804660447303,0.3961625282167043,0.9621621621621622,0.9164926931106472,0.24087591240875914,0.020902090209020903,0.0,0.1,0.40531788116263556,10.369933299127759,random+head,13,46,5
0.39045664443304257,0.4261783517334094,0.4288939051918736,0.9891891891891892,0.9832985386221295,0.3722627737226277,0.005500550055005501,0.0,0.0,0.4018446967526831,14.373524884556183,random,14,46,5
0.8830169317598768,0.9302725383957307,0.9712189616252822,0.9837837837837838,0.9853862212943633,0.9124087591240876,0.8987898789878987,0.0,0.3,0.4954299601331916,16.47665469471524,random+head,14,46,5
0.1216008209338122,0.12113903939381594,0.11117381489841986,0.6108108108108108,0.08350730688935282,0.21897810218978103,0.026402640264026403,0.0,0.25,0.41988484139078974,4.972293483837865,random,15,46,5
0.4048229861467419,0.4385709047948833,0.4452595936794582,0.9027027027027027,0.8329853862212944,0.7116788321167883,0.030803080308030802,0.0,0.3,0.3333863031217803,7.998973832734736,random+head,15,46,5
0.8973832734735762,0.9411333360492117,0.9633182844243793,0.9621621621621622,0.9958246346555324,0.9416058394160584,0.9196919691969196,0.0,0.25,0.4848277275952129,14.255002565418163,random,16,46,5
0.5792714212416624,0.6306758463356011,0.6371331828442438,0.8540540540540541,0.8810020876826722,0.8795620437956204,0.3388338833883388,0.0,0.25,0.3953868432399358,17.109799897383272,random+head,16,46,5
0.90559261159569,0.9462744938281664,0.9695259593679458,0.9621621621621622,0.9979123173277662,0.9525547445255474,0.9251925192519251,0.06862745098039216,0.85,0.5336975387697522,18.213442791174963,random,17,46,5
0.2863006670087224,0.30701918768077563,0.3148984198645598,0.772972972972973,0.5260960334029228,0.27007299270072993,0.09790979097909791,0.0,0.3,0.36430558280865233,11.327347357619292,random+head,17,46,5
0.21754746023601848,0.23585774229030024,0.2353273137697517,0.7891891891891892,0.534446764091858,0.07664233576642336,0.0011001100110011,0.0,0.3,0.20353245255542762,7.722934838378656,random,18,46,5
0.2432016418676244,0.26688393693730394,0.26749435665914223,0.8378378378378378,0.22964509394572025,0.4416058394160584,0.0968096809680968,0.0,0.05,0.3626807352851095,12.707542329399692,random+head,18,46,5
0.35915854284248333,0.39151016417484824,0.39164785553047404,0.918918918918919,0.9331941544885177,0.2846715328467153,0.005500550055005501,0.0,0.25,0.37403641228350193,11.51051821446896,random,19,46,5
0.24063622370446383,0.2654255102456512,0.2646726862302483,0.8378378378378378,0.22964509394572025,0.42700729927007297,0.09570957095709572,0.0,0.25,0.341051592702057,12.571575166752181,random+head,19,46,5
0.3417136993329913,0.3719232492768974,0.3724604966139955,0.972972972972973,0.9248434237995825,0.0948905109489051,0.0187018701870187,0.0,0.05,0.32035183523610883,8.042072857875834,random,20,46,5
0.3042585941508466,0.3178799853342567,0.3346501128668172,0.9243243243243243,0.8204592901878914,0.10583941605839416,0.0,0.0,0.05,0.24533962287297068,6.95638789122627,random+head,20,46,5
0.3494099538224731,0.36819163237870206,0.3837471783295711,0.9837837837837838,0.941544885177453,0.17153284671532848,0.0011001100110011,0.0,0.0,0.2443925051807619,10.146741918932786,random,21,46,5
0.1970241149307337,0.2207846172648389,0.21670428893905191,0.6270270270270271,0.2150313152400835,0.29927007299270075,0.09130913091309131,0.0,0.25,0.4755885060795461,11.303745510518214,random+head,21,46,5
0.33196511031298104,0.36169796716503033,0.3600451467268623,0.9459459459459459,0.837160751565762,0.25547445255474455,0.0011001100110011,0.0,0.05,0.22246798378921973,5.537711646998461,random,22,46,5
0.23088763468445356,0.24322320446490406,0.25395033860045146,0.772972972972973,0.5302713987473904,0.11313868613138686,0.0242024202420242,0.0,0.1,0.5831100978409094,11.908671113391483,random+head,22,46,5
0.3560800410466906,0.3886829347781806,0.3803611738148984,0.9243243243243243,0.8559498956158664,0.4124087591240876,0.0,0.0,0.05,0.2499611829493697,7.126218573627502,random,23,46,5
0.8850692662904054,0.9328960769136758,0.9734762979683973,0.9891891891891892,0.9874739039665971,0.9014598540145985,0.9042904290429042,0.0,0.5,0.4803239415422809,21.9584402257568,random+head,23,46,5
0.1893278604412519,0.21341100745508615,0.2082392776523702,0.6270270270270271,0.2150313152400835,0.2737226277372263,0.08250825082508251,0.0,0.0,0.3569274393578263,10.834273986659825,random,24,46,5
0.1672652642380708,0.17071739927486046,0.18397291196388263,0.827027027027027,0.17954070981210857,0.23722627737226276,0.0242024202420242,0.0,0.3,0.5946153967509891,11.233966136480246,random+head,24,46,5
