turn,wall_clock_s,system_tokens,domain_tokens,durable_tokens,ephemeral_tokens,total_context_tokens,cache_hit_tokens,cache_miss_tokens,cache_write_tokens,token_cost,attention_cost,projection_cost_tokens,evictions,faults,projected
84,11335.020000000002,3000,15000,9185,299,27484,27484,0,9484,24087.4,755370256.0,9484,0,0,True
85,11491.100000000002,3000,15000,9185,568,27753,27753,0,269,3111.55,770229009.0,0,0,0,False
86,11662.940000000002,3000,15000,12421,700,31121,31121,0,13121,32634.35,968516641.0,13121,0,0,True
87,11808.570000000002,3000,15000,12421,1161,31582,31582,0,461,3734.4500000000003,997422724.0,0,0,0,False
88,11990.470000000001,3000,15000,13491,257,31748,31748,0,13748,34107.8,1007935504.0,13748,0,0,True
89,12277.44,3000,15000,13491,1488,32979,32979,0,1231,4836.65,1087614441.0,0,0,0,False
90,12457.9,3000,15000,15029,333,33362,33362,0,15362,37900.7,1113023044.0,15362,0,0,True
91,12624.8,3000,15000,15029,888,33917,33917,0,555,4085.4500000000003,1150362889.0,0,0,0,False
92,12739.88,3000,15000,15029,1402,34431,34431,0,514,4085.6000000000004,1185493761.0,0,0,0,False
93,12869.199999999999,3000,15000,9103,857,27960,27960,0,9960,25206.0,781761600.0,9960,0,0,True
94,13003.359999999999,3000,15000,9103,1291,28394,28394,0,434,3381.9,806219236.0,0,0,0,False
95,13145.98,3000,15000,9103,2122,29225,29225,0,831,3961.25,854100625.0,0,0,0,False
96,13284.619999999999,3000,15000,10605,549,29154,29154,0,11154,28011.9,849955716.0,11154,0,0,True
97,13425.31,3000,15000,10605,1464,30069,30069,0,915,4150.65,904144761.0,0,0,0,False
98,13564.34,3000,15000,10605,1922,30527,30527,0,458,3625.2000000000003,931897729.0,0,0,0,False
99,13700.73,3000,15000,9838,940,28778,28778,0,10778,27128.3,828173284.0,10778,0,0,True
100,13821.4,3000,15000,9838,1265,29103,29103,0,325,3316.55,846984609.0,0,0,0,False
101,13933.19,3000,15000,9838,2286,30124,30124,0,1021,4288.65,907455376.0,0,0,0,False
102,14057.5,3000,15000,8671,959,27630,27630,0,9630,24430.5,763416900.0,9630,0,0,True
103,14190.64,3000,15000,8671,1051,27722,27722,0,92,2887.2000000000003,768509284.0,0,0,0,False
104,14321.939999999999,3000,15000,8671,1088,27759,27759,0,37,2822.15,770562081.0,0,0,0,False
